[000] 19064.371364:      58748                0 
[002] 19064.371508:      37928                0 
[003] 19064.373930:      37332                0 
[003] 19064.380491:      37332                0 
[001] 19064.380556:      48206                0 
[000] 19064.381135:      65851                0 
[002] 19064.381655:      39481                0 
[001] 19064.387679:      47357                0 
[002] 19064.390926:      38128                0 
[000] 19064.391279:      64705                0 
[003] 19064.396739:      65785                0 
[000] 19064.400017:      67393                0 
[002] 19064.400765:      39443                0 
[001] 19064.400916:      54048                0 
[002] 19064.404626:      37976                0 
[000] 19064.410387:      63131                0 
[003] 19064.410415:      59122                0 
[001] 19064.411834:      50396                0 
[002] 19064.414413:      45685                0 
[003] 19064.414444:      51022                0 
[002] 19064.423840:      56717                0 
[003] 19064.424220:      58127                0 
[000] 19064.424757:      66184                0 
[001] 19064.432430:      48531                0 
[002] 19064.433005:      58338                0 
[003] 19064.441198:      67994                0 
[001] 19064.441811:      35791                0 
[002] 19064.444395:      58481                0 
[000] 19064.445195:      56812                0 
[001] 19064.451788:      36645                0 
[003] 19064.453380:      54507                0 
[000] 19064.455263:      42951                0 
[002] 19064.455341:      54263                0 
[003] 19064.462086:      50412                0 
[000] 19064.462466:      42402                0 
[001] 19064.463742:      40174                0 
[002] 19064.468077:      52973                0 
[001] 19064.471215:      39977                0 
[000] 19064.471328:      47017                0 
[003] 19064.472211:      49349                0 
[001] 19064.474609:      39977                0 
[000] 19064.481560:      57682                0 
[002] 19064.482596:      50643                0 
[003] 19064.483154:      56254                0 
[001] 19064.484305:      60060                0 
[000] 19064.491397:      52379                0 
[003] 19064.491921:      55075                0 
[002] 19064.495020:      45166                0 
[001] 19064.495565:      81411                0 
[000] 19064.501942:      54844                0 
[003] 19064.502461:      69553                0 
[002] 19064.505898:      41945                0 
[000] 19064.509734:      49345                0 
[001] 19064.511600:      75400                0 
[003] 19064.513323:      69553                0 
[002] 19064.513656:      41007                0 
[000] 19064.521689:      53177                0 
[001] 19064.524222:      66973                0 
[002] 19064.532134:      50338                0 
[000] 19064.532883:      54524                0 
[001] 19064.534166:      61698                0 
[003] 19064.534357:      91609                0 
[002] 19064.542082:      51869                0 
[002] 19064.551486:      51869                0 
[000] 19064.551701:      48588                0 
[001] 19064.552455:      58889                0 
[003] 19064.557560:      97411                0 
[002] 19064.561321:      51869                0 
[000] 19064.562218:      38594                0 
[001] 19064.562684:      47916                0 
[000] 19064.570636:      37426                0 
[001] 19064.574241:      52985                0 
[000] 19064.578813:      40325                0 
[003] 19064.579727:      98846                0 
[002] 19064.582599:      80471                0 
[000] 19064.593503:      43413                0 
[000] 19064.600213:      35668                0 
[003] 19064.601300:      76832                0 
[001] 19064.601677:      75460                0 
[002] 19064.610170:      91624                0 
[003] 19064.612517:      54363                0 
[000] 19064.612863:      36548                0 
[001] 19064.613697:      75460                0 
[003] 19064.621392:      52344                0 
[002] 19064.622486:      59138                0 
[000] 19064.623695:      36712                0 
[000] 19064.627257:      35812                0 
[003] 19064.631159:      57308                0 
[002] 19064.633151:      50845                0 
[000] 19064.633485:      35812                0 
[001] 19064.637095:      97439                0 
[000] 19064.643695:      49953                0 
[003] 19064.643714:      62418                0 
[002] 19064.643909:      50689                0 
[003] 19064.653710:      56080                0 
[002] 19064.656590:      48242                0 
[000] 19064.660640:      52673                0 
[001] 19064.661266:      86294                0 
[003] 19064.661493:      53865                0 
[002] 19064.669887:      45069                0 
[000] 19064.670135:      43308                0 
[003] 19064.671208:      55273                0 
[000] 19064.680728:      46321                0 
[003] 19064.680946:      62999                0 
[001] 19064.681558:      68139                0 
[002] 19064.681813:      42047                0 
[000] 19064.683948:      43166                0 
[003] 19064.691392:      65397                0 
[001] 19064.692643:      68002                0 
[002] 19064.693525:      39387                0 
[000] 19064.694287:      49438                0 
[002] 19064.701207:      39001                0 
[003] 19064.701458:      66004                0 
[000] 19064.702437:      59723                0 
[001] 19064.704405:      67950                0 
[002] 19064.710215:      43497                0 
[000] 19064.711758:      57417                0 
[002] 19064.713933:      43693                0 
[003] 19064.717854:      63485                0 
[001] 19064.719766:      61667                0 
[002] 19064.724405:      51520                0 
[000] 19064.724924:      62185                0 
[003] 19064.731936:      56305                0 
[000] 19064.734029:      55466                0 
[001] 19064.734776:      54220                0 
[002] 19064.743829:      71590                0 
[003] 19064.744945:      47661                0 
[000] 19064.747692:      55012                0 
[001] 19064.751604:      48265                0 
[003] 19064.754145:      47036                0 
[002] 19064.757611:      75468                0 
[000] 19064.761099:      51998                0 
[001] 19064.761353:      40098                0 
[001] 19064.764738:      43796                0 
[003] 19064.764990:      56629                0 
[000] 19064.767465:      48096                0 
[001] 19064.771962:      48544                0 
[000] 19064.773943:      51186                0 
[002] 19064.777791:      91942                0 
[003] 19064.778486:      56629                0 
[001] 19064.783815:      65634                0 
[000] 19064.787318:      55460                0 
[001] 19064.791383:      63690                0 
[003] 19064.794522:      83365                0 
[002] 19064.796685:      74845                0 
[001] 19064.801219:      70099                0 
[000] 19064.801278:      55268                0 
[002] 19064.810197:      57312                0 
[000] 19064.810342:      49381                0 
[001] 19064.811209:      71389                0 
[003] 19064.814678:      82916                0 
[000] 19064.817122:      52722                0 
[002] 19064.821281:      50366                0 
[001] 19064.822458:      69238                0 
[002] 19064.824488:      49016                0 
[000] 19064.831764:      56765                0 
[003] 19064.832173:      61605                0 
[002] 19064.833974:      52530                0 
[001] 19064.842651:      66254                0 
[000] 19064.843731:      50267                0 
[001] 19064.845142:      51623                0 
[003] 19064.845891:      49235                0 
[002] 19064.848840:      67969                0 
[003] 19064.851545:      43234                0 
[000] 19064.855083:      47525                0 
[001] 19064.855961:      52019                0 
[002] 19064.861362:      62966                0 
[003] 19064.862830:      46487                0 
[000] 19064.863396:      44279                0 
[000] 19064.872932:      43797                0 
[001] 19064.874370:      72109                0 
[003] 19064.876025:      52329                0 
[002] 19064.879414:      73088                0 
[000] 19064.881473:      47297                0 
[003] 19064.883218:      44386                0 
[001] 19064.886299:      61392                0 
[003] 19064.891190:      48797                0 
[000] 19064.899546:      47297                0 
[001] 19064.900436:      56843                0 
[002] 19064.903347:     100650                0 
[003] 19064.904699:      53013                0 
[001] 19064.907864:      53518                0 
[000] 19064.913534:      50416                0 
[003] 19064.921061:      49927                0 
[002] 19064.921180:      73767                0 
[001] 19064.923458:      56417                0 
[000] 19064.924406:      41794                0 
[003] 19064.931498:      40817                0 
[000] 19064.933274:      39711                0 
[002] 19064.934365:      71849                0 
[003] 19064.942195:      42493                0 
[000] 19064.943191:      41279                0 
[001] 19064.946975:      52667                0 
[002] 19064.951228:      82007                0 
[003] 19064.953618:      42493                0 
[001] 19064.956026:      34527                0 
[000] 19064.956625:      40855                0 
[000] 19064.962911:      35584                0 
[001] 19064.964450:      35926                0 
[003] 19064.964708:      60715                0 
[002] 19064.965991:      87146                0 
[000] 19064.971158:      35003                0 
[001] 19064.973734:      35347                0 
[003] 19064.974498:      60715                0 
[000] 19064.974635:      42705                0 
[000] 19064.983855:      52282                0 
[002] 19064.984059:      71889                0 
[003] 19064.986226:      79787                0 
[001] 19064.989376:      39592                0 
[000] 19064.994635:      64967                0 
[001] 19064.996395:      34784                0 
[003] 19065.000363:      75473                0 
[002] 19065.001351:      56859                0 
[001] 19065.004718:      42764                0 
[000] 19065.008231:      62142                0 
[002] 19065.011175:      56916                0 
[003] 19065.011723:      68726                0 
[001] 19065.012236:      41977                0 
[002] 19065.021565:      59349                0 
[001] 19065.025332:      48140                0 
[003] 19065.026457:      65834                0 
[002] 19065.031518:      54574                0 
[000] 19065.033205:      57804                0 
[001] 19065.034687:      45545                0 
[000] 19065.044200:      50981                0 
[002] 19065.048201:      56304                0 
[003] 19065.050933:      55243                0 
[001] 19065.051991:      47243                0 
[000] 19065.054430:      49705                0 
[002] 19065.056468:      49867                0 
[003] 19065.061512:      40522                0 
[001] 19065.063790:      52946                0 
[000] 19065.064219:      48186                0 
[002] 19065.064940:      51502                0 
[003] 19065.071017:      35373                0 
[000] 19065.071601:      48186                0 
[001] 19065.073565:      63142                0 
[003] 19065.077224:      40511                0 
[002] 19065.081588:      61396                0 
[000] 19065.084315:      73564                0 
[003] 19065.084525:      40809                0 
[001] 19065.092066:      69757                0 
[003] 19065.092433:      45484                0 
